1.149952e-1, 9.927371e-1
1.334307e-1, 9.811373e-1
1.518661e-1, 9.647320e-1
1.686256e-1, 9.459331e-1
1.837092e-1, 9.257809e-1
1.979548e-1, 9.045274e-1
2.105244e-1, 8.838417e-1
2.214181e-1, 8.641596e-1
2.314738e-1, 8.450201e-1
2.415295e-1, 8.252729e-1
2.515852e-1, 8.052220e-1
2.608029e-1, 7.855660e-1
2.691827e-1, 7.658796e-1
2.775624e-1, 7.461932e-1
2.859422e-1, 7.255954e-1
2.937633e-1, 7.051191e-1
3.035397e-1, 6.811187e-1
3.127574e-1, 6.549158e-1
3.218820e-1, 6.317002e-1
3.314023e-1, 6.072947e-1
3.409692e-1, 5.857248e-1
3.493889e-1, 5.631566e-1
3.574494e-1, 5.415722e-1
3.663878e-1, 5.166604e-1
3.751400e-1, 4.939765e-1
3.843205e-1, 4.700368e-1
3.932030e-1, 4.475381e-1
4.032587e-1, 4.248311e-1
4.116385e-1, 4.033219e-1
4.200182e-1, 3.830886e-1
4.283980e-1, 3.630377e-1
4.367777e-1, 3.431690e-1
4.459955e-1, 3.229358e-1
4.560512e-1, 3.021253e-1
4.661069e-1, 2.813148e-1
4.761626e-1, 2.608082e-1
4.862183e-1, 2.407572e-1
4.964835e-1, 2.205164e-1
5.088436e-1, 1.996354e-1
5.214133e-1, 1.792752e-1
5.348209e-1, 1.597939e-1
5.465525e-1, 1.446038e-1
5.624740e-1, 1.225091e-1
5.809095e-1, 1.020438e-1
5.993450e-1, 8.291611e-2
6.177804e-1, 6.480042e-2
6.362159e-1, 5.398782e-2
6.546513e-1, 4.255380e-2
6.730868e-1, 3.302546e-2
6.915222e-1, 2.490565e-2
7.099577e-1, 1.794581e-2
7.283932e-1, 1.264308e-2
7.468286e-1, 9.577438e-3
